item,object,implicit_sentence,sentence_text,explicit_sentence,explicit_text,match,dataset,last_word,log_prob,model,checkpoint,n_params
58,shirt,b,There was a shirt on the shelf.,b,The shirt was folded.,match,pecher2006,folded,-6.2803550794323675,EleutherAI/pythia-12b,2000,11846072320
4,shoelace,b,There was a shoelace in the sneaker.,a,The shoelace was coiled.,mismatch,pecher2006,coiled,-14.055101922786722,EleutherAI/pythia-12b,2000,11846072320
4,shoelace,b,There was a shoelace in the sneaker.,b,The shoelace was tied.,match,pecher2006,tied,-9.520439520524995,EleutherAI/pythia-12b,2000,11846072320
30,soap,b,There was soap in the bath.,a,The soap was in a bar.,mismatch,pecher2006,bar,-12.348511166065736,EleutherAI/pythia-12b,2000,11846072320
30,soap,b,There was soap in the bath.,b,The soap was in a lather.,match,pecher2006,lather,-10.462735143135415,EleutherAI/pythia-12b,2000,11846072320
59,spaghetti,b,There was spaghetti in the bowl.,a,The spaghetti was straight.,mismatch,pecher2006,straight,-12.452087379587176,EleutherAI/pythia-12b,2000,11846072320
59,spaghetti,b,There was spaghetti in the bowl.,b,The spaghetti was curvy.,match,pecher2006,curvy,-20.151567603561944,EleutherAI/pythia-12b,2000,11846072320
11,squid,b,There was squid in the pasta.,a,The squid was alive.,mismatch,pecher2006,alive,-12.463462972740588,EleutherAI/pythia-12b,2000,11846072320
11,squid,b,There was squid in the pasta.,b,The squid was cooked.,match,pecher2006,cooked,-5.268311495580291,EleutherAI/pythia-12b,2000,11846072320
5,staple,b,There was a staple in the article.,a,The staple was U-shaped.,mismatch,pecher2006,U-shaped,-18.313653684376604,EleutherAI/pythia-12b,2000,11846072320
5,staple,b,There was a staple in the article.,b,The staple was clamped inward.,match,pecher2006,inward,-13.029596789396537,EleutherAI/pythia-12b,2000,11846072320
26,sugar,b,There was sugar on the spoon.,a,The sugar was in a dispenser.,mismatch,pecher2006,dispenser,-15.59622182723442,EleutherAI/pythia-12b,2000,11846072320
26,sugar,b,There was sugar on the spoon.,b,The sugar was in a heap.,match,pecher2006,heap,-11.833275895407516,EleutherAI/pythia-12b,2000,11846072320
16,swiss knife,b,There was a swiss knife in his hand.,a,The swiss knife was closed.,mismatch,pecher2006,closed,-11.447401137238234,EleutherAI/pythia-12b,2000,11846072320
16,swiss knife,b,There was a swiss knife in his hand.,b,The swiss knife was open.,match,pecher2006,open,-10.333647036081441,EleutherAI/pythia-12b,2000,11846072320
31,tape,b,There was tape on the box.,a,There tape was on a roll.,mismatch,pecher2006,on a roll,-16.56326660307859,EleutherAI/pythia-12b,2000,11846072320
31,tape,b,There was tape on the box.,b,The tape was in a strip.,match,pecher2006,in a strip,-19.436034541824707,EleutherAI/pythia-12b,2000,11846072320
27,tinfoil,b,There was tinfoil in the garbage.,a,The tinfoil was rolled up.,mismatch,pecher2006,rolled up,-14.618933839779627,EleutherAI/pythia-12b,2000,11846072320
27,tinfoil,b,There was tinfoil in the garbage.,b,The tinfoil was crumpled up.,match,pecher2006,crumpled up,-21.73264264344844,EleutherAI/pythia-12b,2000,11846072320
60,tissue,b,There was a tissue in the trashcan.,a,The tissue was rectangular.,mismatch,pecher2006,rectangular,-16.811353659294934,EleutherAI/pythia-12b,2000,11846072320
60,tissue,b,There was a tissue in the trashcan.,b,The tissue was balled up.,match,pecher2006,balled up,-20.851610001486662,EleutherAI/pythia-12b,2000,11846072320
46,tomato,b,There was tomato on the pizza.,a,The tomato was whole.,mismatch,pecher2006,whole,-10.684757132748198,EleutherAI/pythia-12b,2000,11846072320
46,tomato,b,There was tomato on the pizza.,b,The tomato was sliced.,match,pecher2006,sliced,-6.032893381448778,EleutherAI/pythia-12b,2000,11846072320
51,towel,b,There was a towel on the rack.,a,The towel was crumpled.,mismatch,pecher2006,crumpled,-12.83761312779169,EleutherAI/pythia-12b,2000,11846072320
51,towel,b,There was a towel on the rack.,b,The towel was hanging.,match,pecher2006,hanging,-9.761131879441459,EleutherAI/pythia-12b,2000,11846072320
17,umbrella,b,There was an umbrella in her hand.,a,The umbrella was closed.,mismatch,pecher2006,closed,-10.310286263530486,EleutherAI/pythia-12b,2000,11846072320
17,umbrella,b,There was an umbrella in her hand.,b,The umbrella was open.,match,pecher2006,open,-8.69223288591495,EleutherAI/pythia-12b,2000,11846072320
24,walnut,b,There was walnut on the brownie.,a,The walnut was whole.,mismatch,pecher2006,whole,-12.739590084723714,EleutherAI/pythia-12b,2000,11846072320
24,walnut,b,There was walnut on the brownie.,b,The walnut was chopped.,match,pecher2006,chopped,-7.6486146785869815,EleutherAI/pythia-12b,2000,11846072320
52,watermelon,b,There was watermelon in the bowl.,a,The watermelon was whole.,mismatch,pecher2006,whole,-11.078276898193462,EleutherAI/pythia-12b,2000,11846072320
52,watermelon,b,There was watermelon in the bowl.,b,The watermelon was sliced.,match,pecher2006,sliced,-6.0916515449038435,EleutherAI/pythia-12b,2000,11846072320
6,wheat,b,There was wheat in the mill.,a,The wheat was in stalks.,mismatch,pecher2006,stalks,-15.837559035442741,EleutherAI/pythia-12b,2000,11846072320
6,wheat,b,There was wheat in the mill.,b,The wheat was in grains.,match,pecher2006,grains,-11.925685704717242,EleutherAI/pythia-12b,2000,11846072320
34,wool,b,There was wool in the sweater.,a,The wool was in a ball.,mismatch,pecher2006,in a ball,-17.619793147922785,EleutherAI/pythia-12b,2000,11846072320
34,wool,b,There was wool in the sweater.,b,The wool was knitted.,match,pecher2006,knitted,-13.420864327686328,EleutherAI/pythia-12b,2000,11846072320
25,zodiac,b,There was a zodiac in the garage.,a,The zodiac was deflated.,mismatch,pecher2006,deflated,-16.703740646214296,EleutherAI/pythia-12b,2000,11846072320
25,zodiac,b,There was a zodiac in the garage.,b,The zodiac was inflated.,match,pecher2006,inflated,-12.408531754411982,EleutherAI/pythia-12b,2000,11846072320
